commonName,lat,lon,is_pure_bus,id,lines
Old Marylebone Town Hall,51.52202,-0.15888,1,490015040W,"18, 205, 27, 30, 453, 74, N18, N205, N27, N74"
Old Mill Road / Plumstead Common Road,51.48132,0.08193,1,490018952E,625
Old Montague Street,51.51999,-0.06373,1,490009989N,D3
Old Oak Common Lane,51.52783,-0.25181,1,490010569S,"266, N266"
Old Oak Common Lane / Savoy Circus,51.51333,-0.24931,1,490014446K,"228, 272, 70, N7"
Old Oak Common Railway Depots,51.52598,-0.2517,1,490018679S,228
Old Oak Common Railway Depots,51.5265,-0.25135,1,490018679N,228
Old Oak Lane / Atlas Road,51.52864,-0.25038,1,490010569N,"228, 266, N266"
Old Palace of John Whitgift School,51.35908,-0.0799,1,490005793E,"433, 64"
Old Palace of John Whitgift School,51.35935,-0.08121,1,490005793W,"433, 64"
Old Park Avenue,51.6528,-0.08873,1,490016764N,W9
Old Park Lane / Hard Rock Cafe,51.50408,-0.14841,1,490010574C,"14, 19, 22, 23, 38, 9, N19, N22, N38, N9, N97"
Old Park Lane / Hard Rock Cafe,51.50428,-0.14803,1,490010574D,"14, 19, 38, N19, N38"
Old Park Ridings,51.63889,-0.0947,1,490010575S,"125, 616, 699"
Old Park Ridings,51.63968,-0.09674,1,490010575E,"125, 616, 699"
Old Police Station,51.398721,-0.350146,1,400G4405129A,411
Old Road,51.45308,0.16519,1,490010587S,96
Old Road,51.45326,0.1632,1,490010577W,96
Old Road / Perry Street,51.45404,0.17387,1,490010578W,492
Old Road / Perry Street,51.45406,0.17439,1,490010578E,492
Old Royal Military Academy,51.47685,0.06022,1,490014925S1,386
Old Royal Military Academy,51.47709,0.05989,1,490010581N,386
Old Ruislip Road,51.53747,-0.39309,1,490015409E,"696, E7"
Old Ruislip Road,51.53946,-0.3968,1,490010582N,"696, E7"
Old School Close,51.40667,-0.04528,1,490010583N,354
Old School Close,51.40685,-0.04494,1,490010583S,354
Old Station Road,51.50095,-0.42296,1,490010579E,195
Old Street,51.526065,-0.088193,0,HUBOLD,"135, 141, 205, 21, 214, 43, 76, Great Northern, N205, N271, Northern"
Old Street Roundabout,51.52645,-0.08805,1,490010109E,"135, 205, 214, 43, N205"
Old Street Station,51.52376,-0.08757,1,490000169ZA,"141, 21, 214, 43, 76, N271"
Old Street Station,51.52557,-0.08886,1,490015194F,"243, 55, N55"
Old Street Station,51.52608,-0.0854,1,490000169L,"135, 205, 243, 55, N205, N55"
Old Street Station,51.52719,-0.08789,1,490015193S,135
Old Street Station,51.52734,-0.08836,1,490010108C,"205, 214, 43, N205"
Old Street Stn   / Moorfields Eye Hosp,51.52738,-0.08791,1,490015193D,"141, 21, 76, N271"
Old Tye Avenue,51.31553,0.04085,1,490010586W,"684, R8"
Old Tye Avenue,51.31568,0.04074,1,490000801Z,"684, R8"
Oldbury Close,51.3933,0.1195,1,490010530W,"B14, R6"
Oldbury Close,51.3934,0.11903,1,490010530E,"B14, R6"
Oldchurch Rise,51.57036,0.17751,1,490015408E1,"103, 174, 499"
Oldchurch Rise,51.57062,0.17823,1,490015408E,"103, 174, 499"
Olden Lane,51.33379,-0.11553,1,490020214S,439
Olden Lane,51.3338,-0.11564,1,490018188SW,439
Oldfield Lane North,51.55176,-0.33912,1,490010542S,92
Oldfield Lane North,51.55226,-0.33904,1,490010542N,92
Oldfield Lane South,51.52808,-0.3547,1,490007446A,"105, 282, 95"
Oldfield Road,51.4139,-0.37297,1,490010543S,216
Oldfield Road / St Georges Road,51.39671,0.04827,1,490010549W,R7
Oldfield Road / St Georges Road,51.39678,0.04849,1,490010549E,R7
Oldfields Circus / Carr Road,51.55116,-0.34997,1,490011725E1,395
Oldfields Circus / Wadham Gardens,51.55102,-0.34955,1,490011725E,395
Oleander Close,51.35885,0.07897,1,490010588E1,358
Oleander Close,51.35903,0.07816,1,490010588E2,358
Olive Street,51.57836,0.17505,1,490010592W,"252, 651"
Oliver Road,51.55701,-0.01151,1,490010590H,"N26, W13, W15"
Oliver Road,51.5573,-0.01301,1,490010590G,"N26, W13, W15"
Oliver Road,51.56327,-0.01568,1,490010591W,"158, 58"
Oliver Road,51.56346,-0.01538,1,490010591V,"158, 58"
Oliver Road,51.58236,-0.00363,1,490010589S,"W12, W16"
Olympic Way,51.55832,-0.27735,1,490010593W,"206, 92"
Olympic Way,51.55863,-0.27782,1,490010593E,"206, 92"
Ommaney Road,51.471,-0.04467,1,490010594S,"343, N343"
Ommaney Road,51.47204,-0.04036,1,490010594N,"343, N343"
Omnibus Clapham,51.46361,-0.14197,1,490000288Z,"417, 88"
Ondine Road,51.46143,-0.07611,1,490010595F,"176, 185, 40, 42, 484, P13"
Onega Gate,51.49671,-0.03933,1,490010596E,"381, C10, N381"
Onega Gate,51.49674,-0.03894,1,490010596W,"381, C10, N381"
Onslow Gardens,51.49176,-0.17887,1,490010600W,"430, C1"
Onslow Gardens,51.49182,-0.17901,1,490010600E,"430, C1"
Onslow Gardens,51.58362,-0.14663,1,490010602S,"134, 43"
Onslow Gardens,51.5841,-0.14703,1,490010602N,"134, 43"
Onslow Gardens,51.59056,0.03294,1,490010601N,"179, W12, W14"
Onslow Gardens,51.59065,0.03362,1,490010601S,"179, W12, W14"
Onslow Square,51.49227,-0.17227,1,490010603N,"14, 345, 49"
Onslow Square,51.49241,-0.1722,1,490010603S,"14, 345, 49"
Openview,51.4396,-0.17802,1,490010604E,"690, G1"
Openview,51.43966,-0.17749,1,490010604W,"690, G1"
Orange Court Lane,51.34428,0.05888,1,490000793Z,R8
Orange Court Lane,51.34452,0.05879,1,490000793Y,R8
Orchard Avenue,51.38216,-0.15705,1,490010610N2,127
Orchard Avenue,51.3825,-0.15706,1,490010610N1,127
Orchard Close,51.57774,-0.43634,1,490014414W,U10
Orchard Close / The Fairway,51.55113,-0.35127,1,490010541S,395
Orchard Close / The Fairway,51.55155,-0.35121,1,490010541N,395
Orchard Court,51.42323,-0.04301,1,490016498N,356
Orchard Court,51.42332,-0.04285,1,490016498S,356
Orchard Crescent,51.66265,-0.06968,1,490010605S,
Orchard Crescent,51.66342,-0.06893,1,490010606N,
Orchard Crescent,51.66375,-0.06855,1,490010606Z,456
Orchard Estate,51.60177,0.03971,1,490010612E,"275, 675, W12, W14"
Orchard Estate,51.60199,0.03823,1,490010612W,"275, 675, W12, W14"
Orchard Lane,51.41534,-0.23403,1,490010614N,200
Orchard Lane,51.41541,-0.23368,1,490010614S,200
Orchard Meadow,51.406187,-0.406814,1,400G4402030A,216
Orchard Road,51.48901,-0.30842,1,490010618S1,E2
Orchard Road,51.48903,-0.30839,1,490010618S2,E2
Orchard Road,51.64166,-0.0471,1,490010364S,"191, 279, 349, 491, N279"
Orchard Road,51.64278,-0.04695,1,490012335N,"191, 279, 349, 491, N279"
Orchard Road / Griffin Road,51.48898,0.08579,1,490010619J,"53, N53"
Orchard Street / Selfridges,51.51438,-0.15391,1,490010622L,"113, 13, 139, 189, 2, 274, 74, N113, N2, N74"
Orchard Street / Selfridges,51.51461,-0.15422,1,490010622BA,"113, 13, 139, 189, 274, N113"
Orchard Village,51.52864,0.16786,1,490009419S,365
Orchard Village / Lowen Road,51.52866,0.17,1,490009404W,365
Orchard Way,51.363518,-0.360533,1,40004405146B,K3
Orchard Way,51.363573,-0.361235,1,40004405146A,K3
Orchard Way,51.65447,-0.07629,1,490014709Y,456
Orchard Way,51.65484,-0.07635,1,490014709Z,456
Orchard Way Erskine Road,51.36976,-0.18011,1,490010624W,S1
Orchardson Street,51.52342,-0.17493,1,490010621S,"16, 6, 98, N32, N98"
Orchardson Street,51.5239,-0.17583,1,490010621N,"16, 6, 98, N32, N98"
Ordnance Road / Mollison Avenue,51.67065,-0.02014,1,490009964W,"121, 491"
Orleans Park School,51.45031,-0.32135,1,490005841R,"33, 490, N22, N33, R68, R70"
Orleans Park School,51.45071,-0.32044,1,490018556E,"33, 490, N22, N33, R68, R70"
Orme Square,51.51018,-0.18928,1,490010632T,70
Ormond Drive,51.42195,-0.35984,1,490016407W,"285, R70"
Ormond Drive,51.42217,-0.36041,1,490016407E,"285, R70"
Orpington / Perry Hall Road,51.38207,0.10595,1,490010634E,208
Orpington / Walnuts Centre,51.3754,0.10034,1,490010641X,"358, 684, R10, R2, R5, R7, R8, R9"
Orpington / Walnuts Centre,51.37709,0.10028,1,490G00014142,"208, 353, 358, 51, 61, 684, B14, N199, R1, R10, R11, R2, R3, R4, R5, R6, R7, R8, R9"
Orpington Bus Station,51.3734,0.08951,1,490001220F,51
Orpington Bus Station,51.37346,0.08957,1,490001220E,"358, 51, 684, B14, R1, R10, R3, R4, R5, R6, R8, R9"
Orpington Bus Station,51.37348,0.08963,1,490001220D,"B14, R1, R3, R4, R6, R9"
Orpington Hospital,51.36249,0.09457,1,490010640W,R11
Orpington Police Station,51.37502,0.10029,1,490010641Q,R2
Orpington Rail Station,51.373296,0.089091,0,910GORPNGTN,"358, 51, 684, B14, R1, R10, R3, R4, R5, R6, R8, R9, Southeastern, Thameslink"
Orpington Road,51.39503,0.08733,1,490010642N,61
Orpington Road,51.39504,0.08751,1,490010642S,61
Orpington Station,51.37271,0.0871,1,490001220A,"208, 353, 61, 654, N199, R2, R7"
Orpington Station,51.37281,0.08865,1,490001220B,"208, 353, 61, 654, N199, R2, R7"
Orpington Station,51.3732,0.08962,1,490001220G,"358, 51, 684, B14, R1, R10, R3, R4, R5, R6, R8, R9"
Orpington Station,51.37326,0.08849,1,4900ORPNGTN4,
Orpington Station,51.37336,0.08934,1,4900ORPNGTN1,
Orpington Station,51.37349,0.08828,1,4900ORPNGTN2,
Orpington Station,51.37371,0.08917,1,4900ORPNGTN3,
Orwell Close,51.51312,-0.42777,1,490017848E,350
Orwell Close,51.51343,-0.42871,1,490017848W,350
Osbaldeston Road,51.56994,-0.06318,1,490010645S,"253, 254, N253"
Osborne Gardens,51.40663,-0.09953,1,490010646S,450
Osborne Road,51.54651,-0.02817,1,490010647N,276
Osborne Road,51.54656,-0.02796,1,490010647S,276
Osborne Road / Brentwood Road,51.57346,0.201,1,490018816N,193
Osborne Road / Northwood Road,51.40777,-0.10082,1,490010434N,450
Osidge Library,51.63015,-0.14985,1,490010651N,"125, 184, 382, 628, 688"
Osidge Library,51.63082,-0.14848,1,490010651W,"125, 688"
Osidge Library,51.63106,-0.14992,1,490010651S,"125, 184, 382, 628, 688"
Osier Crescent,51.60138,-0.15349,1,490005590Z,234
Osier Crescent,51.60207,-0.15358,1,490005590Y,234
Osier Way Footpath,51.327705,-0.220385,1,400G4409050C,166
Osiers Road,51.46079,-0.19745,1,490002220Y,485
Osiers Road,51.46088,-0.19752,1,490002220Z,485
Ossian Road,51.57408,-0.1126,1,490010654S,W3
Ossian Road,51.5745,-0.11341,1,490010654N,W3
Ossulton Way,51.59085,-0.1796,1,490010656Z,H3
Ossulton Way,51.59179,-0.1787,1,490010656W1,"143, 653, H3, N20"
Ossulton Way,51.59201,-0.17971,1,490010656W2,"143, 653, H3, N20"
Osterley Library,51.48182,-0.34644,1,490010658G,H91
Osterley Library,51.48219,-0.34528,1,490010658F,H91
Osterley Library,51.4826,-0.34557,1,490016395W,H28
Osterley Library,51.48264,-0.34597,1,490016395E,H28
Osterley Station,51.48065,-0.3518,1,490000171B,H91
Osterley Station,51.48087,-0.35191,1,490000171A,H91
Osterley Station,51.48093,-0.35156,1,49000RB47E,
Osterley Tesco,51.485,-0.3304,1,490013200E,H28
Oswald Street,51.55799,-0.04091,1,490010662E,"242, N242"
Ottaway Street,51.55675,-0.06514,1,490003209N,488
Ottaway Street,51.55727,-0.06465,1,490003209S,488
Otterfield Road,51.5171,-0.47089,1,490010663W,"U1, U3, U5"
Our Lady & St George's Catholic School,51.58268,-0.00515,1,490010589N,"W12, W16"
Oval Road North,51.53246,0.15601,1,490010666S,"145, 687"
Oval Road North,51.53307,0.15628,1,490010666N,"145, 687"
Oval Road South,51.52958,0.15593,1,490010667E,"145, 175, 687"
Oval Road South,51.53042,0.15556,1,490010667N,"145, 175, 687"
Oval Station,51.48154,-0.11274,1,490000172Q,"155, 333, N155"
Oval Station,51.48158,-0.11233,1,490000172R,"155, 333, N155"
Oval Station,51.48212,-0.11269,1,490000172D,"185, 36, 436, N136"
Oval Station,51.48239,-0.11275,1,490000172C,"185, 36, 436, N136"
Overbury Avenue,51.40217,-0.01885,1,490010668N,"162, N3"
Overbury Avenue,51.40294,-0.0189,1,490010668S,"162, N3"
Overbury Crescent,51.34031,-0.01781,1,490010669N,664
Overbury Crescent,51.34032,-0.01765,1,490010669S,664
Overcourt Close,51.44971,0.11004,1,490001980Z,B13
Overdown Road,51.42919,-0.02074,1,490002385XY,
Overhill Road,51.44503,-0.06978,1,490010671S,"176, 185, 197"
Overhill Road,51.44528,-0.07079,1,490010671N,"176, 185, 197"
Overton Road,51.49317,0.12136,1,490010675N,"180, 229, 244, 301, 469, 472, 602, 669, B11, N1"
Overton Road,51.49348,0.12129,1,490010675BA,"180, 229, 244, 301, 469, 472, 602, 669, N1"
Owen Waters House,51.59751,0.06194,1,490011530E,169
Owen Way,51.55102,-0.26501,1,490010676N2,"224, 232"
Owen Way,51.55142,-0.26489,1,490010676N1,"224, 232"
Oxford Arms,51.54009,-0.08945,1,490018480NW,
Oxford Arms,51.54019,-0.08955,1,490018480SE,"141, 76"
Oxford Avenue,51.48066,-0.42515,1,490010677W1,"105, 111, 222, 81, H98, N9"
Oxford Avenue,51.48106,-0.42263,1,490010677W2,"105, 111, 222, 81, H98, N9"
Oxford Circus Station,51.51459,-0.14167,1,490000173RG,"139, 159, 22, 94, N109, N113, N136, N15, N18, N22"
Oxford Circus Station,51.51462,-0.14194,1,490000173RC,"12, 159, 22, 88, 94, N15, N22, N3"
Oxford Circus Station,51.51529,-0.14366,1,490000173Z,N137
Oxford Circus Station  / John Lewis,51.51499,-0.14475,1,490015196OF,"139, 390, 7, 94, 98, N113, N207, N7, N98"
Oxford Circus Stn  / Margaret Street,51.51594,-0.14222,1,490000173RF,"12, 22, 453, 88, N109, N136, N15, N18, N22, N3"
Oxford Circus Underground Station,51.515224,-0.141903,0,940GZZLUOXC,"12, 139, 22, 390, 453, 55, 7, 73, 88, 94, 98, Bakerloo, Central, N109, N113, N136, N137, N15, N18, N207, N22, N25, N3, N55, N7, N73, N8, N98, Victoria"
Oxford Court,51.4905,-0.27729,1,490015030E,440
Oxford Gardens,51.51763,-0.215,1,490004699S,"316, 7, N7"
Oxford Gardens,51.5177,-0.21534,1,490004699N,"316, 7, N7"
Oxford Gardens,51.566068,-0.500754,1,040000001305,331
Oxford Gardens / Whetstone,51.63224,-0.17247,1,490002295ZZ,
Oxford Road,51.36306,-0.17355,1,490004708W,"154, 407, 627"
Oxford Road,51.42783,-0.34882,1,490010685E,"285, R68"
Oxford Road,51.42802,-0.34985,1,490010685W,"285, R68"
Oxford Road,51.58125,-0.34935,1,490010683W,"183, H18"
Oxford Road,51.58148,-0.34968,1,490010683E,"183, H18, H19"
Oxford Road,51.59337,-0.3323,1,490010682E,H10
Oxford Road North,51.49086,-0.27818,1,490015030H,440
Oxford Road North,51.49174,-0.27819,1,490010687F,440
Oxford Street / John Lewis,51.51479,-0.14532,1,490015196R,"139, 390, 7, 94, 98, N113, N137, N207, N7, N98"
Oxgate Gardens,51.56301,-0.23024,1,490010690N,"16, 232, 245"
Oxgate Lane,51.56787,-0.22881,1,490010691N,"182, 232, 266, 32, 632, N266, N32"
Oxgate Lane,51.56797,-0.23051,1,490010691E,"182, 232"
Oxhawth Crescent,51.38708,0.06288,1,490010696NE,R3
Oxhawth Crescent,51.38794,0.06406,1,490010696S,R3
Oxhawth Crescent,51.38799,0.06408,1,490010696SW,R3
Oxhawth Crescent / East Arm,51.38861,0.06373,1,490010693W,"208, N199, R7"
Oxhawth Crescent / West Arm,51.38937,0.0601,1,490010694E,"208, N199, R7"
Oxhawth Crescent / West Arm,51.38943,0.05914,1,490010694W,"208, N199, R7"
Oxleas Meadow,51.46239,0.06776,1,490010699W,"621, B16"
Oxleas Meadow,51.46256,0.06783,1,490010699E,"621, B16"
Oxleas Wood / Woodlands Farm,51.46716,0.07911,1,490010701W,"486, 89, N89"
Oxleas Wood / Woodlands Farm,51.46728,0.07864,1,490010701E,"486, 89, N89"
Oxleay Road,51.57137,-0.37102,1,490010702S,398
Oxleay Road,51.57166,-0.37179,1,490010702N,398
Oxlow Lane,51.55053,0.14738,1,490010703N,"173, 174, 175, 673"
Oxlow Lane,51.55112,0.16087,1,490010704N,103
Oxlow Lane,51.55172,0.14742,1,490010703S,"173, 175, 673"
Oxshott Road,51.31384,-0.335457,1,40004408226A,465
Oxshott Road,51.314592,-0.335186,1,40004408226B,465
Oxted Close,51.4043,-0.17903,1,490010707N,200
Oxted Close,51.40432,-0.17974,1,490010707E,200
Packet Boat Lane,51.51988,-0.47874,1,490010708S,222
Packet Boat Lane,51.52037,-0.47961,1,490010708N,222
Packington Street,51.53684,-0.10108,1,490010709S,"341, 38, 476, 56, 73, N38, N73"
Packington Street,51.53761,-0.10031,1,490010709N,"341, 38, 476, 56, 73, N38, N73"
Packington Street / Cruden St,51.5369,-0.09867,1,490018482E,
Packington Street / Cruden St,51.53695,-0.09909,1,490018482W,"341, 38, 476, 56, 73, N38, N73"
Paddenswick Road,51.50002,-0.23722,1,490010710W,"237, 94"
Paddenswick Road,51.50026,-0.23684,1,490010710E,"237, 94"
Paddington,51.51562,-0.17445,1,490001221S2,
Paddington,51.516981,-0.17616,0,HUBPAD,"16, 205, 23, 27, 36, 46, 7, Bakerloo, Circle, District, Elizabeth line, Great Western Railway, Hammersmith & City, Heathrow Express, N205, N27, N7"
Paddington Close,51.52814,-0.38892,1,490010712N,"696, E6"
Paddington Station,51.51549,-0.1757,1,490001221F,"205, 23, 27, 36, 7, N205, N27, N7"
Paddington Station,51.51674,-0.17367,1,490001221H,"16, 205, 23, 27, 36, 7, N205, N27, N7"
Paddington Station,51.51739,-0.17949,1,490001221CS,
Paddington Station / London Street,51.516581,-0.175689,1,490G000921,
Paddington Stn / Eastbourne Terrace,51.51648,-0.17822,1,490005166Z,"16, 205, 23, 27, 36, 46, 7, N205, N27, N7"
Paddington Stn / Eastbourne Terrace,51.51695,-0.17903,1,490006321D,"23, 27, 36, 46, 7, N27, N7"
Paddock Gates,51.40732,-0.32588,1,490010714E,"111, 216, 411"
Paddock Secondary School,51.46369,-0.25123,1,490000359Z,969
Padfield Road,51.46556,-0.1006,1,490010717E,P4
Padnall Road,51.58132,0.13567,1,490006375E,66
Padnall Road,51.58269,0.13965,1,490014548N,"296, 362, 62"
Padnall Road,51.58734,0.1298,1,490010718W,296
Padnall Road,51.58739,0.12949,1,490010718E,296
Page Street,51.49381,-0.12913,1,490010723N,"88, C10"
Page Street,51.49417,-0.12897,1,490010723S,"88, C10"
Page Street,51.60778,-0.23234,1,490010722W,221
Page Street,51.60791,-0.23214,1,490010722E,221
Pageant Avenue,51.60211,-0.25438,1,490010719E,"186, 204, N5"
Pageant Steps,51.50596,-0.03459,1,490010720S,C10
Pageant Steps,51.50634,-0.03556,1,490010720W,C10
Pages Hill,51.59472,-0.14638,1,490019551W,234
Pages Hill,51.59475,-0.14651,1,490019551Z,234
Pages Lane,51.59049,0.24885,1,490016790W,346
Pages Lane,51.5906,0.24912,1,490016790E,346
Paget Avenue,51.36992,-0.18048,1,490010724E,S1
Pagitts Grove,51.66386,-0.18373,1,490019552W,399
Pagitts Grove,51.6641,-0.18372,1,490019552E,399
Pagoda Avenue,51.46833,-0.29501,1,490010725S,"65, N65"
Pagoda Avenue,51.46836,-0.29523,1,490010725N,"65, N65"
Paines Brook Way,51.60565,0.23217,1,490010726W,"496, 608"
Paines Brook Way,51.60595,0.23258,1,490011852E,"496, 608"
Paisley Road,51.60214,-0.09759,1,490012722N,W3
Paisley Road,51.60226,-0.09704,1,490006830W,W3
Palace Court,51.50999,-0.19137,1,490010727W,"148, 70, 94, N207"
Palace Garden,51.50971,-0.19343,1,490015463M,"148, 70, 94, N207"
Palace Gardens Terr / Notting Hill Gte,51.50909,-0.19397,1,490000167K,"27, 28, 328, 452, 52, 70, N27, N28, N31"
Palace Gate,51.50139,-0.18398,1,490010728S,49
Palace Gate,51.50146,-0.18417,1,490010728N,49
Palace Gate,51.50147,-0.18295,1,490010728W,"452, 49, 52, 70, 9, N9"
Palace Gate,51.5016,-0.18355,1,490010728W1,
Palace Gate,51.5019,-0.18455,1,490010728E,"452, 52, 70, 9, N9"
Palace Gates Road,51.59801,-0.12136,1,490001005B,"184, W3"
Palace Gates Road,51.59855,-0.1219,1,490001005A,W3
Palace Gates Road,51.59875,-0.12313,1,490018814HW,184
Palace Road,51.43912,-0.11512,1,490010731S,P13
Palace Road,51.43957,-0.11487,1,490010731N,P13
Palace Road,51.58356,-0.12387,1,490010730N,W3
Palace Road,51.60541,-0.12241,1,490010729F,"221, N91"
Palace Road,51.606,-0.1228,1,490010729E,"221, N91"
Pall Mall / St James's Palace,51.50553,-0.13694,1,490017354W,"14, 19, 23, 38, 9, N19, N38, N9, N97"
Pall Mall / St James's Palace,51.50599,-0.13597,1,490017354E,
Pallet Way,51.47341,0.0429,1,490010733W,"178, 89, N89"
Pallet Way,51.47343,0.04367,1,490010733E,"178, 89, N89"
Palm Avenue,51.41671,0.12283,1,490010734E,"233, 492"
Palmarsh Close,51.39207,0.12384,1,490015961E,"B14, R6"
Palmers Green / Palmerston Road,51.61264,-0.11132,1,490007476E,"102, 34, SL1"
Palmers Green / the Triangle,51.61674,-0.1092,1,490010736H,"121, 329, 629, N29"
Palmers Green / the Triangle,51.61704,-0.10933,1,490010736G,"329, 629, N29"
Palmers Green Rail Station,51.618314,-0.110437,0,910GPALMRSG,"121, 329, 629, Great Northern, N29"
Palmers Green Station,51.61786,-0.10973,1,490001222D,"121, 616, W6"
Palmers Green Station,51.61847,-0.11034,1,4900PALMRSG1,
Palmers Green Station,51.61859,-0.11148,1,490001222E,"121, 616, W6"
Palmerston Road,51.59319,-0.33186,1,490010682W,H9
Palmerston Road,51.6123,-0.11096,1,490007476W,"102, 232, 34"
Palmerston Road,51.61264,-0.11132,1,490G00002313,"102, 232, 34, SL1"
Pams Way,51.364956,-0.268574,1,40004406090B,418
Pams Way,51.365029,-0.268054,1,40004406090A,418
Parbury Rise,51.36316,-0.30416,1,490005117V,"671, 71, N65"
Parchmore Methodist Church,51.40134,-0.10007,1,490010744S,"250, 450, N250"
Parchmore Methodist Church,51.40166,-0.10027,1,490010744N,"250, 450, N250"
Parchmore Road,51.3993,-0.09912,1,490015449E,130
Parham Drive,51.57632,0.06818,1,490015201K,"296, 396, 66"
Parish Lane,51.41513,-0.04882,1,490010746W,"194, 356, 75"
Park Academy,51.51848,-0.45878,1,490012828E,U5
Park Avenue,51.41503,0.00669,1,490010748S,"208, 320, N199"
Park Avenue,51.41626,0.00515,1,490010748N,"208, 320, N199"
Park Avenue,51.41711,0.01708,1,490010750S,"126, 261, 336, 638"
