commonName,lat_x,lon_x,is_pure_bus,id,lines,commonName_clean,line_id,line_name,mode_name,station_id,station_name,lat_y,lon_y,station_modes,station_name_clean
Haydons Road / Merton High Street,51.41674,-0.18725,1.0,490009832H,200,haydons road / merton high street,,,,,,,,,
Haydons Road Station,51.42487,-0.19023,1.0,490001143B,200,haydons road station,,,,,,,,,
Haydons Road Station,51.42502,-0.18959,1.0,490001143A,200,haydons road station,,,,,,,,,
Hayes & Harlington Rail Station,51.503096,-0.420683,0.0,910GHAYESAH,"140, 195, 278, 350, 696, 698, 90, E6, Elizabeth line, Great Western Railway, H98, N140, U4, U5",hayes & harlington rail station,elizabeth,Elizabeth line,elizabeth-line,910GHAYESAH,Hayes & Harlington Rail Station,51.503096,-0.420683,"['national-rail', 'elizabeth-line', 'bus']",hayes & harlington rail station
Hayes & Harlington Station,51.50306,-0.42079,1.0,490001144M,"140, 195, 278, 350, 696, 698, 90, E6, H98, N140, SL9, U4, U5",hayes & harlington station,,,,,,,,,
Hayes & Harlington Station,51.50314,-0.42085,1.0,4900HAYESAH1,,hayes & harlington station,,,,,,,,,
Hayes & Harlington Station,51.50333,-0.42076,1.0,490001144N,"140, 195, 278, 350, 696, 698, 90, E6, H98, N140, SL9, U4, U5",hayes & harlington station,,,,,,,,,
Hayes & Harlington Station,51.50351,-0.42037,1.0,490001144Z,,hayes & harlington station,,,,,,,,,
Hayes (Kent) Rail Station,51.376334,0.010557,0.0,910GHAYS,"119, 138, 246, 314, 353, 638, Southeastern",hayes (kent) rail station,,,,,,,,,
Hayes / George Lane,51.37934,0.0183,1.0,490007943S,"119, 146",hayes / george lane,,,,,,,,,
Hayes / Station Approach,51.37741,0.01081,1.0,490007941A,"119, 138, 246, 314, 353, 638",hayes / station approach,,,,,,,,,
Hayes / Station Approach,51.37749,0.01036,1.0,490007941D,"119, 138, 246, 314, 353, 638",hayes / station approach,,,,,,,,,
Hayes / the George,51.37895,0.01781,1.0,490007943N,"119, 146",hayes / the george,,,,,,,,,
Hayes / the George,51.37934,0.0183,1.0,490G00007943,"119, 146",hayes / the george,,,,,,,,,
Hayes / the Grapes,51.51769,-0.40604,1.0,490013384S,"140, 427, 697, E6, N140, N207, SL8, SL9",hayes / the grapes,,,,,,,,,
Hayes / the Grapes,51.51769,-0.4045,1.0,490014746R,"427, N207, SL8",hayes / the grapes,,,,,,,,,
Hayes / the Grapes,51.51825,-0.40634,1.0,490013979Q,"140, 697, E6, N140, SL9",hayes / the grapes,,,,,,,,,
Hayes / the Grapes,51.51902,-0.40596,1.0,490013979P,"140, 697, E6, N140, SL9",hayes / the grapes,,,,,,,,,
Hayes Bridge,51.5131,-0.39009,1.0,490013409N,"207, 427, N207",hayes bridge,,,,,,,,,
Hayes Bridge,51.51333,-0.39094,1.0,490006026E,"207, 427, N207",hayes bridge,,,,,,,,,
Hayes By-Pass,51.51536,-0.39971,1.0,490007944W,207,hayes by-pass,,,,,,,,,
Hayes By-Pass,51.51541,-0.40017,1.0,490007944W1,"207, 427, N207",hayes by-pass,,,,,,,,,
Hayes By-Pass,51.51593,-0.39891,1.0,490007944E,"207, 427, N207",hayes by-pass,,,,,,,,,
Hayes Crescent,51.36951,-0.22195,1.0,490007945S,93,hayes crescent,,,,,,,,,
Hayes End,51.52468,-0.4307,1.0,490007946E,"278, 427, 697, 698, H98, N207, SL8",hayes end,,,,,,,,,
Hayes End,51.52472,-0.43184,1.0,490015348W,"278, 427, 697, 698, H98, N207, SL8",hayes end,,,,,,,,,
Hayes Hill Road,51.37892,0.00689,1.0,490007949S2,"138, 246, 314, 638",hayes hill road,,,,,,,,,
Hayes Hill Road,51.37946,0.00598,1.0,490007949S1,"138, 246, 314, 638",hayes hill road,,,,,,,,,
Hayes Lane / Kingswood Road,51.39692,-0.00453,1.0,490008844N,"162, N3",hayes lane / kingswood road,,,,,,,,,
Hayes Lane / Kingswood Road,51.39721,-0.00461,1.0,490008844S,"162, N3",hayes lane / kingswood road,,,,,,,,,
Hayes Lane / Norman Park,51.38756,0.01753,1.0,490010307S,"119, 146, 314",hayes lane / norman park,,,,,,,,,
Hayes Lane / Norman Park,51.38873,0.01734,1.0,490010307N,"119, 146, 314",hayes lane / norman park,,,,,,,,,
Hayes Library,51.37755,0.017,1.0,490007951E,"119, 353",hayes library,,,,,,,,,
Hayes Library,51.37757,0.01603,1.0,490007951W,"119, 353",hayes library,,,,,,,,,
Hayes Police Station,51.52536,-0.43408,1.0,490007952E,"278, 427, 697, 698, H98, N207",hayes police station,,,,,,,,,
Hayes Road / Cameron Road,51.39717,0.01473,1.0,490004724N,"119, 146, 246, 314, 352",hayes road / cameron road,,,,,,,,,
Hayes Road / Hayes Lane,51.39231,0.01748,1.0,490007953N,"119, 146, 314",hayes road / hayes lane,,,,,,,,,
Hayes Road / Hayes Lane,51.39249,0.01747,1.0,490007953S,"119, 146, 314",hayes road / hayes lane,,,,,,,,,
Hayes Road / Tesco,51.49775,-0.40394,1.0,490004573W,"195, H28",hayes road / tesco,,,,,,,,,
Hayes Road / Tesco,51.49809,-0.4056,1.0,490004573E,"195, H28",hayes road / tesco,,,,,,,,,
Hayes Station,51.37605,0.01103,1.0,490001145B,"119, 138, 246, 314, 353, 638",hayes station,,,,,,,,,
Hayes Station,51.37624,0.01093,1.0,4900HAYS1,,hayes station,,,,,,,,,
Hayes Station,51.37625,0.01087,1.0,490001145C,"119, 138, 246, 314, 353, 638",hayes station,,,,,,,,,
Hayes Street,51.37637,0.01792,1.0,490007954W,"146, 353",hayes street,,,,,,,,,
Hayes Street,51.37665,0.01774,1.0,490007954S,"146, 353",hayes street,,,,,,,,,
Hayes Town Centre,51.50654,-0.41886,1.0,490000828Y,"140, 195, 278, 350, 696, 698, 90, E6, H98, N140, SL9, U4",hayes town centre,,,,,,,,,
Hayes Town Centre,51.50681,-0.41909,1.0,490000828Z,"140, 195, 278, 350, 696, 698, 90, E6, H98, N140, SL9, U4",hayes town centre,,,,,,,,,
Hayes Way,51.39784,-0.01589,1.0,490020197S,352,hayes way,,,,,,,,,
Hayes Way,51.39874,-0.01706,1.0,490007957N,352,hayes way,,,,,,,,,
Hayes Way,51.39877,-0.01654,1.0,490007957E,,hayes way,,,,,,,,,
Hayesford Park Drive,51.39246,0.01307,1.0,490007948N,"246, 352",hayesford park drive,,,,,,,,,
Hayesford Park Drive,51.39286,0.01314,1.0,490007948S,"246, 352",hayesford park drive,,,,,,,,,
Haymarket / Charles Il Street,51.50898,-0.1321,1.0,490007960P,"12, 159, 453, 88, N109, N136, N18, N3, N97",haymarket / charles il street,,,,,,,,,
Haymarket / Jermyn Street,51.50968,-0.13273,1.0,490007960R,"139, 23, 9, N113, N15, N9",haymarket / jermyn street,,,,,,,,,
Hayne Road,51.40788,-0.03587,1.0,490015349BF,"194, 227, 354, 358, N3",hayne road,,,,,,,,,
Hayne Road,51.40796,-0.03541,1.0,490015349E1,"194, 227, 354, 358, N3",hayne road,,,,,,,,,
Hayne Road,51.41091,-0.03328,1.0,490007961W,352,hayne road,,,,,,,,,
Haynes Road,51.57466,0.21821,1.0,490007963EJ,"256, 646, 656",haynes road,,,,,,,,,
Haynes Road,51.57546,0.21845,1.0,490007963N,"256, 646, 656",haynes road,,,,,,,,,
Hayward Gardens,51.45294,-0.22644,1.0,490007965W,"170, 493, 639, 670, 85",hayward gardens,,,,,,,,,
Hayward Gardens,51.45323,-0.22475,1.0,490007965E,"170, 493, 639, 670, 85",hayward gardens,,,,,,,,,
Haywards Close,51.57775,0.1213,1.0,490007966S,"173, 362",haywards close,,,,,,,,,
Haywood Rise,51.36053,0.08531,1.0,490020272W,R4,haywood rise,,,,,,,,,
Hazel Close,51.38076,-0.05113,1.0,490007968W,367,hazel close,,,,,,,,,
Hazel Close,51.38096,-0.05072,1.0,490007968E,367,hazel close,,,,,,,,,
Hazel Mead,51.345908,-0.24916,1.0,40004406167A,S2,hazel mead,,,,,,,,,
Hazel Mead,51.345987,-0.249013,1.0,40004406167B,S2,hazel mead,,,,,,,,,
Hazel Road,51.47056,0.19329,1.0,490007973S,"89, 99, N89",hazel road,,,,,,,,,
Hazel Road,51.47097,0.19321,1.0,490007973N,"89, 99, N89",hazel road,,,,,,,,,
Hazeldene Court,51.32173,-0.09545,1.0,490020219S,439,hazeldene court,,,,,,,,,
Hazelhurst Estate,51.43035,-0.18195,1.0,490012203N,493,hazelhurst estate,,,,,,,,,
Hazelhurst Estate,51.43095,-0.18232,1.0,490012203S,493,hazelhurst estate,,,,,,,,,
Hazellville Road,51.56955,-0.12565,1.0,490007971W,"41, N41",hazellville road,,,,,,,,,
Hazelmere Close,51.45815,-0.43312,1.0,490007972S,"203, H25, H26",hazelmere close,,,,,,,,,
Hazelmere Close,51.45836,-0.43295,1.0,490007972N,"203, H25, H26",hazelmere close,,,,,,,,,
Hazelwood,51.33271,0.07513,1.0,490000439Z,R10,hazelwood,,,,,,,,,
Hazelwood,51.33303,0.07506,1.0,490000439Y,"R10, R5",hazelwood,,,,,,,,,
Hazelwood / Snag Lane,51.33664,0.07815,1.0,490012213Z,"R10, R5",hazelwood / snag lane,,,,,,,,,
Hazelwood / Snag Lane,51.33672,0.07795,1.0,490012213Y,R5,hazelwood / snag lane,,,,,,,,,
Hazelwood Road,51.58232,-0.03482,1.0,490007974N,"158, 230, W11",hazelwood road,,,,,,,,,
Headcorn Road,51.42418,0.01069,1.0,490007977W,"136, 181, N136",headcorn road,,,,,,,,,
Headcorn Road,51.42444,0.0116,1.0,490007977E,"136, 181, N136",headcorn road,,,,,,,,,
Headley Close,51.361286,-0.285661,1.0,40004406087A,467,headley close,,,,,,,,,
Headley Close,51.361747,-0.287023,1.0,40004406087B,467,headley close,,,,,,,,,
Headstone Drive,51.592,-0.34601,1.0,490013383N,,headstone drive,,,,,,,,,
Headstone Drive,51.59323,-0.34667,1.0,490013383S,"223, H14",headstone drive,,,,,,,,,
Headstone Lane,51.60378,-0.35676,1.0,490007980B,"H12, H14, H18, H19",headstone lane,,,,,,,,,
Headstone Lane,51.6039,-0.35668,1.0,490007980A,"H12, H14, H18",headstone lane,,,,,,,,,
Headstone Lane Rail Station,51.602649,-0.35722,0.0,910GHEDSTNL,"H12, H14, H18, H19, Lioness",headstone lane rail station,lioness,Lioness,overground,910GHEDSTNL,Headstone Lane Rail Station,51.602649,-0.35722,"['overground', 'bus']",headstone lane rail station
Headstone Lane Station,51.60201,-0.35625,1.0,490001146N,H18,headstone lane station,,,,,,,,,
Headstone Lane Station,51.6022,-0.35646,1.0,490001146S,H19,headstone lane station,,,,,,,,,
Headstone Lane Station,51.60231,-0.35652,0.0,4900HEDSTNL1,,headstone lane station,,,,,,,,,
Headstone Lane Station,51.60279,-0.35733,0.0,4900HEDSTNL2,,headstone lane station,,,,,,,,,
Hearns Road,51.39639,0.1155,1.0,490020259S,R4,hearns road,,,,,,,,,
Hearns Road,51.3964,0.11524,1.0,490020259N,,hearns road,,,,,,,,,
Heath Close,51.35897,-0.10625,1.0,490007669S,"166, 405, 645, 663",heath close,,,,,,,,,
Heath Road,51.44935,0.18726,1.0,490008004E,"428, 96",heath road,,,,,,,,,
Heath Road,51.4495,0.18577,1.0,490008004W,"428, 96",heath road,,,,,,,,,
Heath Road,51.46382,-0.36066,1.0,490008496E,H20,heath road,,,,,,,,,
Heath Road,51.46383,-0.35979,1.0,490008496W,H20,heath road,,,,,,,,,
Heath Road,51.46495,-0.34736,1.0,490008005S,"H20, H22",heath road,,,,,,,,,
Heath Road,51.46571,-0.34698,1.0,490008005N,"H20, H22",heath road,,,,,,,,,
Heath Road,51.52827,-0.44302,1.0,490008006E,"278, 427, 697, 698, N207",heath road,,,,,,,,,
Heath Road,51.5301,-0.44152,1.0,490018824N,U7,heath road,,,,,,,,,
Heath Road,51.53085,-0.44146,1.0,490018824S,U7,heath road,,,,,,,,,
Heath Road / Grove Avenue,51.44527,-0.33632,1.0,490008009W,"267, 281, 290, 490, 681, H22, N22, R70",heath road / grove avenue,,,,,,,,,
Heath Road / Grove Avenue,51.44541,-0.33593,1.0,490008009E,"267, 281, 290, 490, 681, H22, N22, R70",heath road / grove avenue,,,,,,,,,
Heath Road / Twickenham,51.44529,-0.33096,1.0,490020202W,"267, 281, 290, 681, N22, R70",heath road / twickenham,,,,,,,,,
Heath Road / Twickenham,51.4454,-0.33051,1.0,490020202SW,"267, 281, 290, 490, 681, H22, N22, R70",heath road / twickenham,,,,,,,,,
Heath Road / Twickenham,51.44551,-0.33062,1.0,490008007T,"267, 281, 290, 490, 681, H22, N22, R70",heath road / twickenham,,,,,,,,,
Heath Street / Hampstead Station,51.5553,-0.1785,1.0,490010947N,"46, 603",heath street / hampstead station,,,,,,,,,
Heatham House,51.45121,-0.33274,1.0,490007982S,"281, 681",heatham house,,,,,,,,,
Heatham House,51.45179,-0.33361,1.0,490007982N,"281, 681",heatham house,,,,,,,,,
Heathbourne Road / Bentley Priory Museum,51.63,-0.33256,1.0,490007983E,142,heathbourne road / bentley priory museum,,,,,,,,,
Heathbourne Road / Bentley Priory Museum,51.63007,-0.33327,1.0,490007983W,142,heathbourne road / bentley priory museum,,,,,,,,,
Heathcote Street,51.52565,-0.11736,1.0,490006368N,"17, 46",heathcote street,,,,,,,,,
Heathcote Street,51.52681,-0.11811,1.0,490006368S,"17, 46",heathcote street,,,,,,,,,
Heathcroft,51.57221,-0.18524,1.0,490000836Z,H3,heathcroft,,,,,,,,,
Heathedge,51.43603,-0.06308,1.0,490007986N,356,heathedge,,,,,,,,,
Heather Close,51.59516,0.17731,1.0,490007988W,"103, 499",heather close,,,,,,,,,
Heather Close,51.59526,0.1784,1.0,490007988E,"103, 499",heather close,,,,,,,,,
Heather Gardens,51.59325,0.18113,1.0,490007989S,"103, 499",heather gardens,,,,,,,,,
Heather Gardens,51.59382,0.18067,1.0,490007989N,"103, 499",heather gardens,,,,,,,,,
Heather Park Drive,51.54137,-0.28062,1.0,490007990W,"224, 79",heather park drive,,,,,,,,,
Heather Park Drive,51.54161,-0.27928,1.0,490007990E,"224, 79",heather park drive,,,,,,,,,
Heather Road,51.43804,0.0175,1.0,490007992N,261,heather road,,,,,,,,,
Heather Road,51.43856,0.01737,1.0,490007992S,261,heather road,,,,,,,,,
Heather Road,51.56662,-0.24626,1.0,490007991W,112,heather road,,,,,,,,,
Heather Way,51.34842,-0.05141,1.0,490018541S,359,heather way,,,,,,,,,
Heathfield Farm,51.35586,-0.0495,1.0,490007993S,"130, 466",heathfield farm,,,,,,,,,
Heathfield Farm,51.35632,-0.05085,1.0,490007993N,"130, 466",heathfield farm,,,,,,,,,
Heathfield Gardens,51.57816,-0.21557,1.0,490007994X,"112, 232",heathfield gardens,,,,,,,,,
Heathfield Park Drive,51.57764,0.11424,1.0,490007996K,EL3,heathfield park drive,,,,,,,,,
Heathfield Park Drive,51.57806,0.11424,1.0,490007996N,EL3,heathfield park drive,,,,,,,,,
Heathfield Road,51.45229,-0.17975,1.0,490007998N,77,heathfield road,,,,,,,,,
Heathfield Road,51.45256,-0.17929,1.0,490007998S,77,heathfield road,,,,,,,,,
Heathfield Road / Keston Common,51.35497,0.03272,1.0,490008000S2,"146, 246",heathfield road / keston common,,,,,,,,,
Heathfield Vale / Broadcoombe,51.3487,-0.04878,1.0,490004364E,359,heathfield vale / broadcoombe,,,,,,,,,
Heathfield Vale / Farnborough Avenue,51.35021,-0.04626,1.0,490008001N1,359,heathfield vale / farnborough avenue,,,,,,,,,
Heathfield Vale / Tedder Road,51.34854,-0.04911,1.0,490004364W,359,heathfield vale / tedder road,,,,,,,,,
Heathgate,51.579,-0.1878,1.0,490000895Z,"631, H2",heathgate,,,,,,,,,
Heathland Road,51.56688,-0.08058,1.0,490012572W,106,heathland road,,,,,,,,,
Heathland Road,51.56704,-0.08029,1.0,490012572E,106,heathland road,,,,,,,,,
Heathmere Primary School,51.44502,-0.2421,1.0,490008002N,"265, 419, 85, N72",heathmere primary school,,,,,,,,,
Heathrow Airport Terminal 4,51.458837,-0.446419,0.0,HUBHX4,"Elizabeth line, Piccadilly",heathrow airport terminal 4,,,,,,,,,
Heathrow Airport Terminal 5,51.471569,-0.489556,0.0,HUBHX5,"350, 423, 482, 490, Elizabeth line, Heathrow Express, N9, Piccadilly",heathrow airport terminal 5,,,,,,,,,
Heathrow Central,51.47084,-0.45231,1.0,490008016N2,,heathrow central,,,,,,,,,
Heathrow Central,51.47088,-0.45383,1.0,490008016N3,,heathrow central,,,,,,,,,
Heathrow Central,51.47096,-0.45384,1.0,4900080165,,heathrow central,,,,,,,,,
Heathrow Central Bus Station,51.47109,-0.45308,1.0,490008016CS,,heathrow central bus station,,,,,,,,,
Heathrow Central Bus Station,51.47135,-0.4532,1.0,4900801618,"A10, N9, U3",heathrow central bus station,,,,,,,,,
Heathrow Central Bus Station,51.47137,-0.4537,1.0,4900801620,,heathrow central bus station,,,,,,,,,
Heathrow Central Bus Station,51.47137,-0.45346,1.0,4900801619,"105, 111, 278, 285, N140, N9, SL7, SL9",heathrow central bus station,,,,,,,,,
Heathrow Central Bus Station,51.47154,-0.45259,1.0,490008016S,"105, 111, 278, 285, A10, N140, SL7, SL9, U3",heathrow central bus station,,,,,,,,,
Heathrow Central Bus Stn (Rail-Air),51.471095,-0.453306,1.0,910GHTRWCBS,"105, 111, 278, 285, A10, N140, N9, SL7, SL9, U3",heathrow central bus stn (rail-air),,,,,,,,,
Heathrow Close,51.48021,-0.49097,1.0,490009308W,"423, 81",heathrow close,,,,,,,,,
Heathrow Marriot,51.48106,-0.43825,1.0,490020162E,,heathrow marriot,,,,,,,,,
Heathrow Park Thistle Hotel,51.48142,-0.48236,1.0,490008019W,"423, 81",heathrow park thistle hotel,,,,,,,,,
Heathrow Park Thistle Hotel,51.48158,-0.48171,1.0,490008019E,"423, 81",heathrow park thistle hotel,,,,,,,,,
Heathrow Terminal 2,51.46925,-0.45184,1.0,490020201J,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.46925,-0.45168,1.0,490020201F,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.46932,-0.45239,1.0,490020201Q,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.4694,-0.45221,1.0,490020201M,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.4694,-0.45168,1.0,490020201E,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.46962,-0.45259,1.0,490020201S,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.46962,-0.45222,1.0,490020201N,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.46962,-0.45184,1.0,490020201WH,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.46962,-0.45169,1.0,490020201D,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.46984,-0.45168,1.0,490020201C,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.47001,-0.45259,1.0,490020201R,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.47001,-0.45239,1.0,490020201P,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.47001,-0.45221,1.0,490020201L,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.47001,-0.45183,1.0,490020201H,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.47001,-0.45169,1.0,490020201B,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.47015,-0.45222,1.0,490020201K,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.47015,-0.45184,1.0,490020201G,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 2,51.47015,-0.45168,1.0,490020201A,,heathrow terminal 2,,,,,,,,,
Heathrow Terminal 3,51.47188,-0.45668,1.0,490008026SS,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3,51.47194,-0.45699,1.0,49000802620H,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3,51.47209,-0.45621,1.0,490008026TT,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3,51.4721,-0.45661,1.0,490008026E,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3,51.47226,-0.45623,1.0,490008026ZZ,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3,51.4725,-0.45654,1.0,490008026YY,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3,51.47256,-0.4566,1.0,490008026YZ,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3,51.47263,-0.45641,1.0,490008026XX,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3,51.47264,-0.45671,1.0,490008026ZY,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3,51.47269,-0.45677,1.0,490008026WW,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3,51.47276,-0.45676,1.0,490008026WH,,heathrow terminal 3,,,,,,,,,
Heathrow Terminal 3 Bus Park,51.471235,-0.452265,1.0,490G000587,,heathrow terminal 3 bus park,,,,,,,,,
Heathrow Terminal 4,51.45847,-0.4474,1.0,4900001048,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45863,-0.44718,1.0,4900001049,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45877,-0.447,1.0,490000104E,"482, 490",heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45887,-0.44714,1.0,490000104ZZ,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45891,-0.44681,1.0,490000104N,"482, 490",heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45891,-0.44622,1.0,490000104CC,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.459,-0.44702,1.0,490000104YY,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45913,-0.44648,1.0,490000104WH,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45914,-0.44595,1.0,490000104DD,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45921,-0.44581,1.0,490000104EE,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45928,-0.44566,1.0,490000104FF,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45936,-0.44616,1.0,49000010415H,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45936,-0.44551,1.0,490000104GG,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45944,-0.44537,1.0,490000104HH,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45947,-0.446,1.0,490000104AA,,heathrow terminal 4,,,,,,,,,
Heathrow Terminal 4,51.45958,-0.44584,1.0,490000104BB,,heathrow terminal 4,,,,,,,,,
,,,,,,,elizabeth,Elizabeth line,elizabeth-line,910GHTRWTM4,Heathrow Terminal 4 Rail Station,51.458268,-0.445463,['elizabeth-line'],heathrow terminal 4 rail station
,,,,,,,piccadilly,Piccadilly,tube,940GZZLUHR4,Heathrow Terminal 4 Underground Station,51.458524,-0.445771,['tube'],heathrow terminal 4 underground station
Heathrow Terminal 5,51.46999,-0.48971,1.0,490016430ZZ,,heathrow terminal 5,,,,,,,,,
Heathrow Terminal 5,51.47042,-0.48951,1.0,49001643016,,heathrow terminal 5,,,,,,,,,
Heathrow Terminal 5,51.47043,-0.48984,1.0,49001643017,,heathrow terminal 5,,,,,,,,,
Heathrow Terminal 5,51.47051,-0.48984,1.0,49001643019,,heathrow terminal 5,,,,,,,,,
Heathrow Terminal 5,51.47066,-0.48986,1.0,49001643020,,heathrow terminal 5,,,,,,,,,
Heathrow Terminal 5,51.47078,-0.48985,1.0,49001643021,,heathrow terminal 5,,,,,,,,,
Heathrow Terminal 5,51.4709,-0.48952,1.0,49001643011,,heathrow terminal 5,,,,,,,,,
Heathrow Terminal 5,51.471251,-0.489369,1.0,910GHTRBUS5,"350, 423, 482, 490, N9",heathrow terminal 5,,,,,,,,,
Heathrow Terminal 5,51.47137,-0.48952,1.0,49001643010,,heathrow terminal 5,,,,,,,,,
Heathrow Terminal 5,51.47162,-0.48985,1.0,49001643022,,heathrow terminal 5,,,,,,,,,
Heathrow Terminal 5,51.47165,-0.48956,1.0,49001643012,,heathrow terminal 5,,,,,,,,,
